point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,public_interface_name,actual_import_mw,target_import_mw,actual_q_mvar,target_q_mvar,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,scale_policy,scale_reference_scenario_id,scale_reference_source_id,target_use,provenance_class,direction_positive,quantity_scope,coverage_role,default_primary_scope,include_in_unreviewed_total,overlap_resolved,default_channel_include,accounting_policy,accounting_evidence_url,external_region,accounting_scope,complete_external_interchange
23318,205.68,1400,-1800,3914,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,205.68,73.172441210651,NaN,NaN,498.062124148733,-640.365588191228,1400,498.062124148733,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250122,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,1408.15,1700,-2400,3918,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,1408.15,500.961557228599,NaN,NaN,604.789722180604,-853.82078425497,1700,604.789722180604,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250122,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,-490,1020,-490,2831,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,-490,-174.321743452056,NaN,NaN,362.873833308362,-174.321743452056,490,174.321743452056,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250420,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,454.77,2000,-1600,2837,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,454.77,161.788365856514,NaN,NaN,711.517320212475,-569.21385616998,2000,711.517320212475,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250420,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,152.71,1400,-1800,2834,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,152.71,54.3279049848236,NaN,NaN,498.062124148733,-640.365588191228,1400,498.062124148733,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250420,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-21.6,2400,-2400,2838,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-21.6,-7.68438705829473,NaN,NaN,853.82078425497,-853.82078425497,2400,853.82078425497,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250420,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,1450,1450,-715,3731,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,1450,515.850057154045,NaN,NaN,515.850057154045,-254.36744197596,1450,515.850057154045,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,-347.94,2000,-1600,3737,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,-347.94,-123.782668197364,NaN,NaN,711.517320212475,-569.21385616998,1600,569.21385616998,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,-752.52,1400,-1600,3734,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,-752.52,-267.715506903146,NaN,NaN,498.062124148733,-569.21385616998,1600,569.21385616998,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-482.81,2000,-1050,3738,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-482.81,-171.763838685893,NaN,NaN,711.517320212475,-373.54659311155,1050,373.54659311155,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,1396,1500,-680,3533,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,1396,496.639089508308,NaN,NaN,533.637990159356,-241.915888872242,1500,533.637990159356,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250717,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,954.28,2000,-1600,3539,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,954.28,339.493374166181,NaN,NaN,711.517320212475,-569.21385616998,2000,711.517320212475,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250717,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,-1397.73,1400,-1600,3536,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,-1397.73,-497.254551990292,NaN,NaN,498.062124148733,-569.21385616998,1600,569.21385616998,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250717,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,139.12,2000,-1050,3540,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,139.12,49.4931447939798,NaN,NaN,711.517320212475,-373.54659311155,2000,711.517320212475,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250717,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,-891,1200,-980,3695,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,-891,-316.980966154658,NaN,NaN,426.910392127485,-348.643486904113,980,348.643486904113,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250727,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,-689.16,2000,-1600,3701,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,-689.16,-245.174638198815,NaN,NaN,711.517320212475,-569.21385616998,1600,569.21385616998,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250727,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,876.79,1400,-1600,3698,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,876.79,311.925635594548,NaN,NaN,498.062124148733,-569.21385616998,1400,498.062124148733,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250727,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-148.52,2000,-1050,3702,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-148.52,-52.8372761989784,NaN,NaN,711.517320212475,-373.54659311155,1050,373.54659311155,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.355758660106238,NYISO:P32:20250727,fixed_year_peak,S1_2025_SUMMER_PEAK_PUBLIC,NYISO:P58C:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
