device_key,issue,electrical_use_policy,thermal_use_policy
PERFORM2019:AC:107:1566:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:108:133:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:108:1568:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:109:124:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:109:1568:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:110:114:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:110:1172:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:110:1568:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:111:894:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:111:895:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:112:1465:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:113:1218:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:113:1265:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:114:1466:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:115:205:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:115:1559:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:116:120:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:116:1559:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:117:121:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:117:122:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:117:1559:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:118:119:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:118:123:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:119:120:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:121:123:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:124:149:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:124:896:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:124:1171:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:125:415:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:125:418:N,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:125:1216:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:126:415:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:505:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:510:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:510:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:813:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:813:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:813:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:127:813:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:813:3,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:127:814:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:1441:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:1520:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:1520:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:127:1520:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:127:1520:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:128:217:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:220:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:220:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:220:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:128:220:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:220:3,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:128:887:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:888:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:1550:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:1550:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:128:1550:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:128:1550:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:129:250:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:129:250:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:129:885:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:130:886:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:131:1252:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:132:1250:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:133:894:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:134:288:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:134:925:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:134:926:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:134:1323:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:135:1368:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:135:1369:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:136:1279:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:136:1367:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:137:159:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:137:1112:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:138:1117:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:139:140:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:139:141:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:139:1123:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:140:223:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:140:1575:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:141:142:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:142:224:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:143:1561:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:143:1563:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:144:145:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:144:1563:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:145:311:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:145:1341:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:146:1341:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:147:896:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:148:1289:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:149:1173:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:149:1289:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:150:1173:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:150:1289:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:151:1173:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:153:1056:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:154:158:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:154:1056:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:154:1057:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:154:1473:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:155:1058:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:156:1058:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:156:1059:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:157:1059:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:158:1059:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:159:1563:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:160:1112:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:161:162:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:161:1445:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:162:163:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:162:163:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:162:1445:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:163:164:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:163:967:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:163:1561:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:165:968:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:166:971:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:167:1095:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:167:1096:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:168:907:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:169:171:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:169:1095:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:170:171:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:170:1292:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:380:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:907:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:1074:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:1076:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:1077:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:171:1295:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:172:1076:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:172:1077:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:173:1078:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:173:1097:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:173:1266:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:174:1078:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:174:1079:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:175:1080:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:175:1270:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:176:1399:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:176:1400:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:177:334:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:178:1397:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:178:1398:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:178:1415:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:179:1385:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:179:1397:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:180:1082:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:180:1083:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:181:1399:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:181:1415:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:182:1084:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:182:1085:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:183:1084:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:183:1085:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:184:1270:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:184:1553:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:185:1090:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:185:1091:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:186:187:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:186:496:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:186:501:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:187:206:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:188:461:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:188:1203:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:189:1203:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:190:779:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:191:450:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:192:1527:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:192:1527:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:193:989:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:195:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:195:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:196:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:866:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:867:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:194:1442:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:197:1551:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:197:1551:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:198:877:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:198:878:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:199:1422:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:200:216:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:200:216:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
