scenario_id,variant,opf_success,opf_raw_info,bound_type,bus_number,bus_name,nyiso_zone_letter,nyiso_zone_name,vm_pu,vmin_pu,vmax_pu,pd_mw,qd_mvar,note
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,24,PILGRIM,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,25,CANAL,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,26,MAINE YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,36,CONN YANKEE,NON_NY,NON_NY,1.1,0.9,1.1,11.1796635,5,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,42,ALBANY,F,CAPITL,1.1,0.9,1.1,169.123279614201,14.0524304645305,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,47,MOSES W,D,NORTH,1.1,0.9,1.1,140.329001284967,22.9924849159783,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,48,MOSES E,D,NORTH,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,50,CLAY,C,CENTRL,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,51,CLAY,C,CENTRL,1.1,0.9,1.1,416.370676873354,36.9569754692422,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,54,NIAGARA W,A,WEST,1.1,0.9,1.1,6.33253377515465,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,55,NIAGARA E,A,WEST,1.1,0.9,1.1,297.312460743511,41.7947229160207,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,56,HUNTLEY,A,WEST,1.1,0.9,1.1,62.9511353490784,13.9315743053402,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,57,HUNTLEY,A,WEST,1.1,0.9,1.1,87.8387935177054,-1.8997601325464,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,61,DUNKIRK,A,WEST,1.1,0.9,1.1,86.7408084681256,2.53301351006186,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,65,GESONIDGE,C,CENTRL,1.1,0.9,1.1,51.8327380737472,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,68,HILLSIDE,C,CENTRL,1.1,0.9,1.1,120.183601814256,20.2031465898524,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,71,BINGHAMTON,C,CENTRL,1.1,0.9,1.1,211.318086144588,26.1162626649311,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,79,RAV A-3,J,N.Y.C.,1.1,0.9,1.1,1698.97474139851,425.803207374291,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,82,AK-3,J,N.Y.C.,1.1,0.9,1.1,1698.97474139851,425.803207374291,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.1,0.9,1.1,1650,500,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,92,HANMER,NON_NY,NON_NY,1.1,0.9,1.1,10,320,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,97,MARTINDELE,NON_NY,NON_NY,1.1,0.9,1.1,910,50,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,121,SC415,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,123,MONROE,NON_NY,NON_NY,1.1,0.9,1.1,63,10,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.1,0.9,1.1,1160,-432,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,134,HOMER CITY,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.1,0.9,1.1,170,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,137,ERIE S,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,140,TE,NON_NY,NON_NY,1.1,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,lower,100,PHAS,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.9,0.9,1.1,399,45,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,lower,119,THETFORD,NON_NY,NON_NY,0.9,0.9,1.1,750,200,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,lower,120,ARGENTA,NON_NY,NON_NY,0.900000053523984,0.9,1.1,946,-40,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,lower,139,KYGER,NON_NY,NON_NY,0.9,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.09999987763864,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,22,BRAYTON PT,NON_NY,NON_NY,1.09999977156591,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,23,BRAYTON PT,NON_NY,NON_NY,1.09999948102697,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,24,PILGRIM,NON_NY,NON_NY,1.0999997940106,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,25,CANAL,NON_NY,NON_NY,1.09999961269333,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,26,MAINE YANKEE,NON_NY,NON_NY,1.0999997422464,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.09999990947413,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,36,CONN YANKEE,NON_NY,NON_NY,1.09999984445535,0.9,1.1,11.1796635,5,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,42,ALBANY,F,CAPITL,1.09999989291912,0.9,1.1,149.947368629697,12.4591066103665,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,47,MOSES W,D,NORTH,1.09999726957421,0.9,1.1,180.877380089071,29.6362148612053,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,48,MOSES E,D,NORTH,1.09999954138572,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,50,CLAY,C,CENTRL,1.09999995112886,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,51,CLAY,C,CENTRL,1.09999901905912,0.9,1.1,457.413744538197,40.5999496965877,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,56,HUNTLEY,A,WEST,1.09999594381577,0.9,1.1,84.6877175670123,18.7420484712794,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,65,GESONIDGE,C,CENTRL,1.09999153749333,0.9,1.1,56.9420665980082,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,68,HILLSIDE,C,CENTRL,1.09999896277568,0.9,1.1,132.030506448627,22.194639167468,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,71,BINGHAMTON,C,CENTRL,1.09999977832575,0.9,1.1,232.148425527674,28.690631118922,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,80,NORTHPORT,K,LONGIL,1.09999990327391,0.9,1.1,1597.46063161409,49.3565200120712,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,82,AK-3,J,N.Y.C.,1.09999995142039,0.9,1.1,1636.86015086717,410.235823570095,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,86,LAMBTON,NON_NY,NON_NY,1.09999308198239,0.9,1.1,50,25,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,91,RICHVIEW,NON_NY,NON_NY,1.09999883694872,0.9,1.1,1650,500,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,122,WATERMAN,NON_NY,NON_NY,1.09999607883254,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.09999979873283,0.9,1.1,1160,-432,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,133,CONEMAUGH,NON_NY,NON_NY,1.09999963620352,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,134,HOMER CITY,NON_NY,NON_NY,1.09999987555365,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,135,KEYSTONE,NON_NY,NON_NY,1.09999967392922,0.9,1.1,170,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,upper,140,TE,NON_NY,NON_NY,1.09999978954509,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,lower,100,PHAS,NON_NY,NON_NY,0.900007758684101,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,lower,111,DETWIERER,NON_NY,NON_NY,0.900000652280916,0.9,1.1,399,45,
S6_2025_LOW_TOTAL_EAST_PUBLIC,original_topology,0,0,lower,139,KYGER,NON_NY,NON_NY,0.900006869570101,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,21,MILLSTONE PT,NON_NY,NON_NY,1.09999029760738,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,27,VERMONT YNK,NON_NY,NON_NY,1.09999194683021,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,42,ALBANY,F,CAPITL,1.09999112918836,0.9,1.1,149.947368629697,12.4591066103665,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,50,CLAY,C,CENTRL,1.09999573446247,0.9,1.1,0,0,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,80,NORTHPORT,K,LONGIL,1.09999242679518,0.9,1.1,1597.46063161409,49.3565200120712,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,82,AK-3,J,N.Y.C.,1.09999603610837,0.9,1.1,1636.86015086717,410.235823570095,
S6_2025_LOW_TOTAL_EAST_PUBLIC,gilboa_leeds,0,0,upper,131,CONASTONE,NON_NY,NON_NY,1.09999587661773,0.9,1.1,1160,-432,
