scenario_id,x_multiplier,device_profile,eta,status,note,voltage_penalty_rho,scaled_branch_count,opf_success,opf_raw_info,objective,bus_count,branch_count,gen_count,added_device_report_count,added_device_result_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,added_device_pg_mw,added_device_qg_mvar,added_device_pmax_mw,added_device_qabs_limit_mvar,min_voltage,max_voltage,at_vmax_count,at_vmin_count,rate_a_overload_count,max_rate_a_overload_mva,max_added_branch_loading_pct,total_east_proxy_flow_mw,upny_coned_flow_mw,millwood_south_flow_mw,dunwoodie_south_flow_mw,coned_lipa_total_flow_mw
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.5,p_supply,1,ok,,0,12,1,1,823525.648249723,49,81,37,6,6,10902.2197987,1716.5,11436.3242298369,5477.34589051151,-1107.98572581365,-853.365467632651,2260.71751281193,0,7450,0,0.9,1.1,18,1,0,0,69.7300630369419,2925.90911071454,2176.24971419156,1879.70258252729,1875.32145608833,806.936540203363
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.5,p_supply,1,ok,,0,12,1,1,820251.075337791,49,81,37,6,6,10902.2197987,1716.5,11446.9093030316,5534.33569396569,-1107.98572581365,-853.365467632651,2247.48980064421,0,7450,0,0.9,1.1,17,1,0,0,69.2514014208809,2866.07744127269,2160.00534608317,1883.43371671273,1907.87397098914,774.663224224357
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.5,p_supply,1,ok,,0,12,1,1,683760.008720333,49,81,37,6,6,10902.2197987,1716.5,11447.145782869,5543.79386502493,-1107.98572581365,-853.365467632651,1733.04885621391,0,7450,0,0.9,1.1,17,1,0,0,69.3439573136442,2915.25684281551,2216.58014403237,1948.48447770263,1998.8381416936,636.08256180772
S1_2025_SUMMER_PEAK_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,259639.18009246,49,81,37,6,6,10902.2197987,1716.5,9384.43750495767,5588.54052720967,-1107.98572581365,-853.365467632651,1.14401307786842,1366.10980966274,0,3350,0.900237389859,1.09971305183461,0,0,0,0,73.9012604013326,3174.30068669119,2491.29554559593,2328.37442622125,3256.6700432418,1266.76084562133
S2_2025_WINTER_PEAK_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,259427.801724769,49,81,37,6,6,10902.2197987,1716.5,10037.2920983982,5994.46034338853,-1107.98572581365,-853.365467632651,8.03971576844741e-11,1337.60355419154,0,3350,0.9,1.1,18,1,0,0,73.2507147636471,2945.04780596712,2240.61677795539,1926.33918280242,2912.49503508682,892.452244902047
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,258440.311749308,49,81,37,6,6,10902.2197987,1716.5,9749.39587234302,5949.53999215429,-1107.98572581365,-853.365467632651,8.01382452885532e-11,1491.29480288358,0,3350,0.9,1.1,18,1,0,0,73.3163757134946,3133.8466008162,2696.84057295703,2418.68971175413,3709.87670802011,654.737736580212
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,258453.528229228,49,81,37,6,6,10902.2197987,1716.5,9366.33651528405,5961.08226046044,-1107.98572581365,-853.365467632651,1.35440925530434e-08,1443.43927585227,0,3350,0.9,1.1,18,1,0,0,73.3605773501624,3072.9009650033,2310.27303467729,2013.2514377365,3365.38556951056,1311.24664157519
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,258530.906004324,49,81,37,6,6,10902.2197987,1716.5,9387.74506696427,6007.31081829167,-1107.98572581365,-853.365467632651,8.04518991302883e-11,1421.4321457229,0,3350,0.9,1.1,18,1,0,0,73.090940292288,3012.64306741013,2293.92280659113,2016.93143425776,3390.11172983605,1273.45540656214
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.5,q_support,1,ok,,0,12,0,0,258625.366197099,49,81,37,6,6,10902.2197987,1716.5,9894.2303009422,5927.65786567472,-1107.98572581365,-853.365467632651,8.03432557732469e-11,1407.67926077771,0,3350,0.9,1.1,18,1,0,0,73.3197769381847,3063.19795739287,2351.7762591966,2083.26951168877,3143.80892276397,1019.4392082478
S1_2025_SUMMER_PEAK_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,763741.886813226,49,81,37,6,6,10902.2197987,1716.5,11483.7547747391,5888.67981401779,-1107.98572581365,-853.365467632651,2035.12953965502,1320.16511739431,7450,3350,0.9,1.1,18,1,0,0,73.2026379977864,3026.65758953672,2262.91382824911,1970.47493219562,1916.4130590509,820.338466035196
S2_2025_WINTER_PEAK_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,625863.870615208,49,81,37,6,6,10902.2197987,1716.5,11576.2851040003,6195.63368202475,-1107.98572581365,-853.365467632651,1510.71101213534,1287.39627046048,7450,3350,0.9,1.1,18,1,0,0,71.9907306730814,2911.51863801774,2208.9176439659,1895.70660407235,1914.14163306463,559.026106014687
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,688989.622651043,49,81,37,6,6,10902.2197987,1716.5,11456.5677234321,5824.57416568529,-1107.98572581365,-853.365467632651,1754.87255789098,1387.23739069976,7450,3350,0.9,1.1,18,1,0,0,73.6353130317056,3114.49808485525,2679.67009883653,2402.64909568593,2538.62881807582,294.118000729768
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,792350.125889628,49,81,37,6,6,10902.2197987,1716.5,11473.9891940662,5840.24115236773,-1107.98572581365,-853.365467632651,2143.00135734187,1328.23764348543,7450,3350,0.9,1.1,18,1,0,0,73.4630811146776,3052.89467754593,2292.20091287272,1996.13983527522,1952.37371410632,830.722648202293
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,789750.78395186,49,81,37,6,6,10902.2197987,1716.5,11489.0814166847,5921.62439042982,-1107.98572581365,-853.365467632651,2132.91438152787,1313.5578889854,7450,3350,0.9,1.1,18,1,0,0,72.9869749702967,2989.46120451548,2272.71731099608,1996.74101910431,1982.88002961823,797.571824400304
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.5,pq_supply,1,ok,,0,12,1,1,653193.363034911,49,81,37,6,6,10902.2197987,1716.5,11491.494431189,5934.34192148958,-1107.98572581365,-853.365467632651,1616.40717904523,1331.39121796616,7450,3350,0.9,1.1,18,1,0,0,73.0747793262732,3040.96566286231,2331.35986268336,2063.80493162862,2075.54231376768,658.380194257987
S1_2025_SUMMER_PEAK_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24286650.3461528,49,81,37,6,6,10902.2197987,1716.5,11489.0871752551,5965.44744118446,-1107.98572581365,-853.365467632651,2035.84287783326,1320.07893614283,7450,3350,0.9,1.1,14,1,0,0,73.1333420712328,3025.88304020673,2262.17105595072,1969.75514350541,1915.89183451357,820.227659368714
S2_2025_WINTER_PEAK_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24148762.9850927,49,81,37,6,6,10902.2197987,1716.5,11580.5718882037,6264.57445658676,-1107.98572581365,-853.365467632651,1511.47637414507,1287.17439775651,7450,3350,0.9,1.1,14,1,0,0,71.9269562856893,2910.68199741537,2208.1195176939,1894.93426262074,1913.58984275072,558.875834331984
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24211856.7313047,49,81,37,6,6,10902.2197987,1716.5,11462.1051191644,5905.15605928246,-1107.98572581365,-853.365467632651,1755.57961695729,1387.11973700838,7450,3350,0.9,1.1,14,1,0,0,73.5610236633243,3113.7295992298,2678.93154229452,2401.93527276547,2538.14322082757,293.949559142011
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24315260.084116,49,81,37,6,6,10902.2197987,1716.5,11480.0433777164,5920.00338270765,-1107.98572581365,-853.365467632651,2143.7064571616,1328.17857601907,7450,3350,0.9,1.1,14,1,0,0,73.391892394764,3052.131082668,2291.46717386392,1995.42842947601,1951.85945706665,830.613866132349
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24312660.2685249,49,81,37,6,6,10902.2197987,1716.5,11494.5885938453,5998.91759248167,-1107.98572581365,-853.365467632651,2133.62350443688,1313.45257955548,7450,3350,0.9,1.1,14,1,0,0,72.919195926435,2988.69015912374,2271.97851580051,1996.02533116947,1982.36317432316,797.457516948319
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.5,pq_supply_vpenalty,1,ok,,10000,12,1,1,24176083.2115565,49,81,37,6,6,10902.2197987,1716.5,11496.1801338634,6008.62663439018,-1107.98572581365,-853.365467632651,1617.1348026644,1331.06329357746,7450,3350,0.9,1.1,13,1,0,0,73.0050586781275,3040.17303355801,2330.60091559077,2063.07041674624,2075.01941531161,658.2495284755
S1_2025_SUMMER_PEAK_PUBLIC,0.25,none,1,ok,,0,12,0,0,258538.914797682,49,81,31,0,0,10902.2197987,1716.5,9565.23681930655,5903.60584205687,-1107.98572581365,-853.365467632651,0,0,0,0,0.9,1.1,18,1,0,0,75.3815414638519,3116.80463395842,2361.76718935326,2079.15558076443,3283.55645897815,1273.09145038271
S2_2025_WINTER_PEAK_PUBLIC,0.25,none,1,ok,,0,12,0,0,261937.042673698,49,81,31,0,0,10902.2197987,1716.5,10206.4616565836,5550.6127228426,-1107.98572581365,-853.365467632651,0,0,0,0,0.900139894480206,1.09998870350581,0,0,0,0,77.785313000217,3096.85534712956,2457.29627469495,2267.50112753263,2739.06710788243,846.762298626739
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,none,1,ok,,0,12,0,0,258378.399904629,49,81,31,0,0,10902.2197987,1716.5,9838.33846534741,5871.94616885754,-1107.98572581365,-853.365467632651,0,0,0,0,0.9,1.1,17,1,0,0,75.7165338639214,3216.62437495548,2790.66570054421,2526.45926166074,3720.19690813014,653.241330999394
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,none,1,ok,,0,12,0,0,258385.216141627,49,81,31,0,0,10902.2197987,1716.5,9454.0034770109,5898.92802994943,-1107.98572581365,-853.365467632651,0,0,0,0,0.9,1.1,17,1,0,0,75.3818369721551,3143.3259762851,2391.29055768157,2105.2628652635,3391.65636397156,1305.65308691983
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,none,1,ok,,0,12,0,0,258660.518255643,49,81,31,0,0,10902.2197987,1716.5,9468.46112436688,5923.65253227136,-1107.98572581365,-853.365467632651,0,0,0,0,0.9,1.1,18,1,0,0,75.3534856706892,3077.95737938752,2370.00381752445,2103.89915260094,3415.59381916894,1268.1569003338
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,none,1,ok,,0,12,0,0,259495.298612014,49,81,31,0,0,10902.2197987,1716.5,9968.08217252145,5273.74773888514,-1107.98572581365,-853.365467632651,0,0,0,0,0.900057996360402,1.09993460683343,0,0,0,0,75.8193768585591,3228.16291120189,2655.89702320534,2489.75712738994,2308.91588174995,771.525604090392
S1_2025_SUMMER_PEAK_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,740291.39504528,49,81,37,6,6,10902.2197987,1716.5,11478.9307948512,5908.38172652997,-1107.98572581365,-853.365467632651,1946.86743283664,0,7450,0,0.9,1.1,17,1,0,0,75.2090395865534,3091.14331804122,2348.59934462984,2066.54978789037,1999.55621752674,861.998124154894
S2_2025_WINTER_PEAK_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,605481.378077814,49,81,37,6,6,10902.2197987,1716.5,11573.2213668774,6230.36236182184,-1107.98572581365,-853.365467632651,1432.75101402579,0,7450,0,0.9,1.1,17,1,0,0,73.8672052768328,2967.22625789616,2274.9826425482,1971.88051291386,1978.94970961131,589.283457427158
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,661257.084262875,49,81,37,6,6,10902.2197987,1716.5,11446.3420171978,5819.93106483377,-1107.98572581365,-853.365467632651,1648.57544245769,0,7450,0,0.9,1.1,17,1,0,0,76.0295812310893,3193.23410587939,2769.60179810841,2506.43498420854,2619.39331884332,320.759288082004
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,768095.08210876,49,81,37,6,6,10902.2197987,1716.5,11468.8148410706,5859.21999338664,-1107.98572581365,-853.365467632651,2052.54533324847,0,7450,0,0.9,1.1,17,1,0,0,75.5075831466026,3119.4200892553,2388.92478356733,2103.26673419528,2043.18726428845,874.760566551187
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,766804.821908815,49,81,37,6,6,10902.2197987,1716.5,11484.9906611735,5944.49138648094,-1107.98572581365,-853.365467632651,2047.78849269932,0,7450,0,0.9,1.1,17,1,0,0,74.9388058335747,3051.4297663382,2371.83778597168,2105.817419506,2074.52002452009,840.949599994755
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,p_supply,1,ok,,0,12,1,1,629397.521431496,49,81,37,6,6,10902.2197987,1716.5,11485.8520173081,5952.65378614209,-1107.98572581365,-853.365467632651,1524.97815503011,0,7450,0,0.9,1.1,17,1,0,0,75.1524854730864,3108.10281228106,2409.20878770821,2152.80286507398,2151.21711936307,693.85401508761
S1_2025_SUMMER_PEAK_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,258933.776024507,49,81,37,6,6,10902.2197987,1716.5,9682.96241773846,6155.12999689213,-1107.98572581365,-853.365467632651,5.01205213396813e-11,1408.67655433222,0,3350,0.9,1.1,18,1,0,0,79.3531792084509,3214.96265791603,2452.04737953586,2171.02935886807,3283.88080726892,1272.69476322409
S2_2025_WINTER_PEAK_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,260719.15587084,49,81,37,6,6,10902.2197987,1716.5,10214.7212172396,6198.22900305491,-1107.98572581365,-853.365467632651,5.01159944448323e-11,1374.88377413461,0,3350,0.9,1.1,18,1,0,0,78.7077369683433,3098.1862914233,2396.30142953446,2093.86526978788,2930.35619683827,889.48584367594
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,258553.073324359,49,81,37,6,6,10902.2197987,1716.5,9957.17295466889,6130.40086813289,-1107.98572581365,-853.365467632651,5.00102888040075e-11,1494.42823502563,0,3350,0.9,1.1,19,1,0,0,79.3707467717891,3320.54038409672,2885.91154550647,2623.10906586695,3719.90375913801,652.892530898617
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,258775.574382418,49,81,37,6,6,10902.2197987,1716.5,9572.54045894744,6150.06222589969,-1107.98572581365,-853.365467632651,1.05456067991483e-09,1426.89841919808,0,3350,0.9,1.1,18,1,0,0,79.3541131090753,3242.95175701506,2482.89211127191,2198.43288707676,3392.04835259149,1305.24429119821
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,258931.306576924,49,81,37,6,6,10902.2197987,1716.5,9586.63815498833,6190.07088763943,-1107.98572581365,-853.365467632651,5.01267312907827e-11,1432.81458204485,0,3350,0.9,1.1,18,1,0,0,79.1129170885921,3174.98886001262,2459.08030447564,2194.50707731256,3415.91470260431,1267.76759281882
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,q_support,1,ok,,0,12,0,0,258993.954454871,49,81,37,6,6,10902.2197987,1716.5,10101.1520778292,6141.91696865589,-1107.98572581365,-853.365467632651,5.00891291269714e-11,1411.40388541144,0,3350,0.9,1.1,19,1,0,0,79.3937591325781,3232.94244861052,2524.22063456375,2268.56828549781,3164.10324533237,1015.6447509603
S1_2025_SUMMER_PEAK_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,716583.537853049,49,81,37,6,6,10902.2197987,1716.5,11516.0123172693,6244.50962926907,-1107.98572581365,-853.365467632651,1857.35103311348,1368.06258100358,7450,3350,0.9,1.1,18,1,0,0,78.4376477327929,3186.66353928203,2442.08859016869,2161.30312583925,2062.56422798778,880.461421889927
S2_2025_WINTER_PEAK_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,583716.283666398,49,81,37,6,6,10902.2197987,1716.5,11608.400247524,6566.49775156093,-1107.98572581365,-853.365467632651,1346.50865954667,1335.39598955615,7450,3350,0.9,1.1,18,1,0,0,77.132285592368,3058.87047540592,2358.63680826305,2057.02145653419,2035.41146892619,605.212691781421
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,636654.531295523,49,81,37,6,6,10902.2197987,1716.5,11482.6442684681,6145.06885393319,-1107.98572581365,-853.365467632651,1554.4166517375,1427.38313447878,7450,3350,0.9,1.1,18,1,0,0,79.312323093107,3293.40719496022,2861.12384459596,2599.34108007642,2681.34723511621,337.353139574205
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,743985.279438808,49,81,37,6,6,10902.2197987,1716.5,11504.5420642735,6189.24540540283,-1107.98572581365,-853.365467632651,1961.79790657017,1377.13361368376,7450,3350,0.9,1.1,18,1,0,0,78.7426475641515,3216.30482447902,2483.97575921544,2199.54727815491,2107.23111763227,893.537448163996
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,743288.369396144,49,81,37,6,6,10902.2197987,1716.5,11521.8446916227,6281.66444662746,-1107.98572581365,-853.365467632651,1959.2472066248,1362.9748818866,7450,3350,0.9,1.1,18,1,0,0,78.1704968020892,3145.86504433475,2464.7576971917,2200.00122814602,2137.14199537232,859.229388413723
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,pq_supply,1,ok,,0,12,1,1,605836.202640152,49,81,37,6,6,10902.2197987,1716.5,11523.0029710026,6283.52667166148,-1107.98572581365,-853.365467632651,1434.48113864891,1377.0530229026,7450,3350,0.9,1.1,18,1,0,0,78.4178106561025,3204.41599971551,2497.12142061805,2242.14927504187,2210.74633421749,710.848986328499
S1_2025_SUMMER_PEAK_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24239525.2859651,49,81,37,6,6,10902.2197987,1716.5,11521.2976576591,6317.64182727615,-1107.98572581365,-853.365467632651,1858.1189541867,1366.03228304771,7450,3350,0.9,1.1,14,1,0,0,78.3777425112845,3185.86415318519,2442.04480436458,2161.25837559316,2062.49103961362,880.453688245268
S2_2025_WINTER_PEAK_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24106736.3750648,49,81,37,6,6,10902.2197987,1716.5,11612.2312753343,6599.38340472821,-1107.98572581365,-853.365467632651,1346.7643360423,1335.53354531442,7450,3350,0.9,1.1,15,1,0,0,77.0961748080206,3058.60822653802,2358.37644531746,2056.7647066197,2035.1970795986,605.152107699479
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24159530.6153471,49,81,37,6,6,10902.2197987,1716.5,11486.890113736,6221.37050536256,-1107.98572581365,-853.365467632651,1555.13663182501,1427.46305740415,7450,3350,0.9,1.1,14,1,0,0,79.242652885197,3292.6479976686,2860.38433031882,2598.61698449729,2680.83895339374,337.192346218201
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24266923.1939061,49,81,37,6,6,10902.2197987,1716.5,11509.3945679947,6264.24241342577,-1107.98572581365,-853.365467632651,1962.55582313819,1377.14374145344,7450,3350,0.9,1.1,14,1,0,0,78.676467792668,3215.52717004171,2483.93586516261,2199.5037122248,2107.15933204428,893.530040381432
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24266236.1500651,49,81,37,6,6,10902.2197987,1716.5,11528.2963265687,6356.15667373847,-1107.98572581365,-853.365467632651,1960.01715197101,1363.64556786295,7450,3350,0.9,1.1,14,1,0,0,78.118405226413,3145.04983063308,2464.72375153575,2199.96938596349,2137.07806540198,859.222917814556
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,pq_supply_vpenalty,1,ok,,10000,12,1,1,24128756.6998238,49,81,37,6,6,10902.2197987,1716.5,11537.8749103465,6365.74262349783,-1107.98572581365,-853.365467632651,1435.2335478233,1376.89832310629,7450,3350,0.9,1.1,14,1,0,0,78.3734548317133,3203.57448781207,2496.33564161852,2241.38999954141,2210.20676928365,710.697214151549
