source_bus,model_bus,zone,mapping_kind,allocation_anchor_source_bus,source_path_impedance_distance_pu,source_base_kv,is_external_boundary_proxy
387,20387,E,exact_source_region,387,0,115,0
388,20388,E,exact_source_region,388,0,115,0
389,20389,E,exact_source_region,389,0,115,0
390,20390,E,exact_source_region,390,0,115,0
391,20391,E,exact_source_region,391,0,115,0
392,20392,E,exact_source_region,392,0,115,0
393,20393,E,exact_source_region,393,0,115,0
394,20394,E,exact_source_region,394,0,115,0
395,20395,E,exact_source_region,395,0,230,0
396,20396,E,exact_source_region,396,0,115,0
397,20397,E,exact_source_region,397,0,115,0
398,20398,E,exact_source_region,398,0,115,0
399,20399,E,exact_source_region,399,0,115,0
400,20400,E,exact_source_region,400,0,115,0
401,20401,E,exact_source_region,401,0,115,0
402,20402,E,exact_source_region,402,0,115,0
403,20403,E,exact_source_region,403,0,115,0
404,20404,E,exact_source_region,404,0,115,0
405,20405,E,exact_source_region,405,0,115,0
406,20406,E,exact_source_region,406,0,115,0
407,20407,E,exact_source_region,407,0,115,0
408,20408,E,exact_source_region,408,0,115,0
409,20409,E,exact_source_region,409,0,115,0
410,20410,E,exact_source_region,410,0,115,0
411,20411,E,exact_source_region,411,0,115,0
412,20412,E,exact_source_region,412,0,115,0
413,20413,E,exact_source_region,413,0,115,0
414,20414,E,exact_source_region,414,0,115,0
415,20415,E,exact_source_region,415,0,115,0
416,20416,E,exact_source_region,416,0,115,0
417,20417,E,exact_source_region,417,0,115,0
418,20418,E,exact_source_region,418,0,115,0
419,20419,E,exact_source_region,419,0,115,0
420,20420,E,exact_source_region,420,0,115,0
421,20421,E,exact_source_region,421,0,115,0
422,20422,E,exact_source_region,422,0,115,0
423,20423,E,exact_source_region,423,0,115,0
424,20424,E,exact_source_region,424,0,115,0
425,20425,E,exact_source_region,425,0,115,0
426,20426,E,exact_source_region,426,0,115,0
427,20427,E,exact_source_region,427,0,115,0
428,20428,E,exact_source_region,428,0,115,0
429,20429,E,exact_source_region,429,0,115,0
430,20430,E,exact_source_region,430,0,115,0
431,20431,E,exact_source_region,431,0,115,0
432,20432,E,exact_source_region,432,0,115,0
433,20433,E,exact_source_region,433,0,115,0
434,20434,E,exact_source_region,434,0,115,0
435,20435,E,exact_source_region,435,0,115,0
436,20436,E,exact_source_region,436,0,115,0
437,20437,E,exact_source_region,437,0,115,0
438,20438,E,exact_source_region,438,0,115,0
439,20439,E,exact_source_region,439,0,115,0
440,20440,E,exact_source_region,440,0,115,0
441,20441,E,exact_source_region,441,0,115,0
442,20442,E,exact_source_region,442,0,115,0
443,20443,E,exact_source_region,443,0,115,0
444,20444,E,exact_source_region,444,0,115,0
445,20445,E,exact_source_region,445,0,115,0
446,20446,E,exact_source_region,446,0,115,0
447,20447,E,exact_source_region,447,0,115,0
448,20448,F,exact_source_region,448,0,115,0
449,20449,D,exact_source_region,449,0,115,0
450,20450,D,exact_source_region,450,0,115,0
451,20451,F,exact_source_region,451,0,115,0
452,20452,F,exact_source_region,452,0,115,0
453,20453,F,exact_source_region,453,0,115,0
454,20454,F,exact_source_region,454,0,115,0
455,20455,E,exact_source_region,455,0,115,0
456,20456,E,exact_source_region,456,0,115,0
457,20457,E,exact_source_region,457,0,115,0
458,20458,E,exact_source_region,458,0,115,0
459,20459,E,exact_source_region,459,0,115,0
460,20460,E,exact_source_region,460,0,115,0
461,20461,E,exact_source_region,461,0,115,0
462,20462,F,exact_source_region,462,0,115,0
463,20463,F,exact_source_region,463,0,115,0
464,20464,F,exact_source_region,464,0,115,0
465,20465,F,exact_source_region,465,0,115,0
466,20466,F,exact_source_region,466,0,115,0
467,20467,F,exact_source_region,467,0,115,0
468,20468,F,exact_source_region,468,0,115,0
469,20469,F,exact_source_region,469,0,115,0
470,20470,F,exact_source_region,470,0,115,0
471,20471,F,exact_source_region,471,0,115,0
472,20472,F,exact_source_region,472,0,115,0
473,20473,F,exact_source_region,473,0,115,0
474,20474,F,exact_source_region,474,0,115,0
475,20475,F,exact_source_region,475,0,115,0
476,20476,F,exact_source_region,476,0,115,0
477,20477,F,exact_source_region,477,0,115,0
478,20478,F,exact_source_region,478,0,115,0
479,20479,F,exact_source_region,479,0,69,0
480,20480,F,exact_source_region,480,0,115,0
481,20481,F,exact_source_region,481,0,115,0
482,20482,F,exact_source_region,482,0,115,0
483,20483,F,exact_source_region,483,0,115,0
484,20484,F,exact_source_region,484,0,115,0
485,20485,D,exact_source_region,485,0,115,0
486,20486,F,exact_source_region,486,0,115,0
487,20487,F,exact_source_region,487,0,115,0
488,20488,F,exact_source_region,488,0,115,0
489,20489,F,exact_source_region,489,0,115,0
490,20490,F,exact_source_region,490,0,115,0
491,20491,F,exact_source_region,491,0,115,0
492,20492,F,exact_source_region,492,0,115,0
493,20493,E,exact_source_region,493,0,115,0
494,20494,E,exact_source_region,494,0,115,0
495,20495,E,exact_source_region,495,0,115,0
496,20496,E,exact_source_region,496,0,115,0
497,20497,E,exact_source_region,497,0,115,0
498,20498,E,exact_source_region,498,0,115,0
499,20499,E,exact_source_region,499,0,115,0
500,20500,E,exact_source_region,500,0,69,0
501,20501,E,exact_source_region,501,0,115,0
502,20502,F,exact_source_region,502,0,115,0
503,20503,F,exact_source_region,503,0,115,0
504,20504,F,exact_source_region,504,0,115,0
505,20505,F,exact_source_region,505,0,115,0
506,20506,F,exact_source_region,506,0,115,0
507,20507,F,exact_source_region,507,0,115,0
508,20508,F,exact_source_region,508,0,115,0
509,20509,F,exact_source_region,509,0,115,0
510,20510,F,exact_source_region,510,0,115,0
511,20511,F,exact_source_region,511,0,115,0
512,20512,G,exact_source_region,512,0,115,0
513,20513,F,exact_source_region,513,0,115,0
514,20514,G,exact_source_region,514,0,69,0
515,20515,G,exact_source_region,515,0,115,0
516,20516,G,exact_source_region,516,0,115,0
517,20517,F,exact_source_region,517,0,115,0
518,20518,G,exact_source_region,518,0,115,0
519,20519,G,exact_source_region,519,0,115,0
520,20520,G,exact_source_region,520,0,69,0
521,20521,F,exact_source_region,521,0,115,0
522,20522,F,exact_source_region,522,0,115,0
523,20523,F,exact_source_region,523,0,115,0
524,20524,G,exact_source_region,524,0,115,0
525,20525,G,exact_source_region,525,0,115,0
526,20526,E,exact_source_region,526,0,69,0
527,20527,G,exact_source_region,527,0,69,0
528,20528,G,exact_source_region,528,0,115,0
529,20529,G,exact_source_region,529,0,345,0
530,20530,G,exact_source_region,530,0,345,0
531,20531,G,exact_source_region,531,0,115,0
532,20532,G,exact_source_region,532,0,115,0
533,20533,G,exact_source_region,533,0,69,0
534,20534,G,exact_source_region,534,0,69,0
535,20535,G,exact_source_region,535,0,138,0
536,20536,G,exact_source_region,536,0,138,0
537,20537,G,exact_source_region,537,0,115,0
538,20538,G,exact_source_region,538,0,115,0
539,20539,G,exact_source_region,539,0,69,0
540,20540,G,exact_source_region,540,0,69,0
541,20541,G,exact_source_region,541,0,138,0
542,20542,G,exact_source_region,542,0,115,0
543,20543,G,exact_source_region,543,0,115,0
544,20544,G,exact_source_region,544,0,138,0
545,20545,G,exact_source_region,545,0,138,0
546,20546,G,exact_source_region,546,0,138,0
547,20547,I,exact_source_region,547,0,345,0
548,20548,K,exact_source_region,548,0,69,0
549,20549,K,exact_source_region,549,0,69,0
550,20550,K,exact_source_region,550,0,138,0
551,20551,K,exact_source_region,551,0,69,0
552,20552,K,exact_source_region,552,0,138,0
553,20553,K,exact_source_region,553,0,138,0
554,20554,K,exact_source_region,554,0,138,0
555,20555,K,exact_source_region,555,0,138,0
556,20556,J,exact_source_region,556,0,138,0
557,20557,J,exact_source_region,557,0,345,0
558,20558,K,exact_source_region,558,0,69,0
559,20559,K,exact_source_region,559,0,69,0
560,20560,K,exact_source_region,560,0,345,0
561,20561,K,exact_source_region,561,0,69,0
562,20562,D,exact_source_region,562,0,230,0
563,20563,F,exact_source_region,563,0,115,0
564,20564,K,exact_source_region,564,0,69,0
565,20565,H,exact_source_region,565,0,115,0
566,56,A,assumed_same_zone_source_distance_aggregation,284,0.0203322943173659,115,0
567,20567,K,exact_source_region,567,0,69,0
568,20568,K,exact_source_region,568,0,69,0
569,20569,K,exact_source_region,569,0,69,0
570,20570,J,exact_source_region,570,0,69,0
571,20571,J,exact_source_region,571,0,345,1
572,20572,K,exact_source_region,572,0,138,0
573,20573,E,exact_source_region,573,0,115,0
574,20574,E,exact_source_region,574,0,115,0
575,68,C,assumed_same_zone_source_distance_aggregation,575,0,115,0
576,20576,E,exact_source_region,576,0,115,0
577,20577,K,exact_source_region,577,0,69,0
578,20578,K,exact_source_region,578,0,69,0
579,20579,E,exact_source_region,579,0,115,0
580,20580,K,exact_source_region,580,0,345,1
581,20581,K,exact_source_region,581,0,69,0
582,20582,K,exact_source_region,582,0,69,0
583,20583,K,exact_source_region,583,0,69,0
584,20584,K,exact_source_region,584,0,69,0
585,20585,K,exact_source_region,585,0,69,0
586,20586,K,exact_source_region,586,0,69,0
587,20587,K,exact_source_region,587,0,69,0
588,20588,K,exact_source_region,588,0,69,0
589,20589,K,exact_source_region,589,0,345,0
590,20590,K,exact_source_region,590,0,345,0
591,20591,K,exact_source_region,591,0,69,0
592,20592,K,exact_source_region,592,0,69,0
593,20593,I,exact_source_region,593,0,345,0
594,20594,I,exact_source_region,594,0,345,0
595,20595,J,exact_source_region,595,0,138,0
596,20596,J,exact_source_region,596,0,138,0
597,20597,J,exact_source_region,597,0,138,0
598,20598,K,exact_source_region,598,0,69,0
599,20599,J,exact_source_region,599,0,138,0
600,20600,J,exact_source_region,600,0,138,0
601,20601,J,exact_source_region,601,0,138,0
602,20602,K,exact_source_region,602,0,69,0
603,20603,K,exact_source_region,603,0,69,0
604,20604,K,exact_source_region,604,0,69,0
605,20605,K,exact_source_region,605,0,69,0
606,20606,K,exact_source_region,606,0,69,0
607,20607,K,exact_source_region,607,0,69,0
608,20608,K,exact_source_region,608,0,138,0
609,20609,K,exact_source_region,609,0,69,0
610,20610,K,exact_source_region,610,0,69,0
611,20611,K,exact_source_region,611,0,69,0
612,20612,K,exact_source_region,612,0,69,0
613,20613,K,exact_source_region,613,0,69,0
614,20614,K,exact_source_region,614,0,69,0
615,20615,K,exact_source_region,615,0,69,0
616,20616,K,exact_source_region,616,0,69,0
617,20617,K,exact_source_region,617,0,69,0
618,20618,K,exact_source_region,618,0,69,0
619,20619,K,exact_source_region,619,0,138,0
620,20620,K,exact_source_region,620,0,69,0
621,20621,K,exact_source_region,621,0,69,0
622,20622,K,exact_source_region,622,0,69,0
623,20623,J,exact_source_region,623,0,69,0
624,20624,K,exact_source_region,624,0,69,0
625,20625,K,exact_source_region,625,0,69,0
626,20626,K,exact_source_region,626,0,69,0
627,20627,K,exact_source_region,627,0,69,0
628,20628,J,exact_source_region,628,0,138,0
629,20629,J,exact_source_region,629,0,138,0
630,20630,F,exact_source_region,630,0,230,0
631,20631,F,exact_source_region,631,0,115,0
632,20632,F,exact_source_region,632,0,115,0
633,20633,F,exact_source_region,633,0,115,0
634,20634,F,exact_source_region,634,0,115,0
635,20635,F,exact_source_region,635,0,115,0
636,20636,F,exact_source_region,636,0,115,0
637,20637,F,exact_source_region,637,0,230,0
638,20638,G,exact_source_region,638,0,69,0
639,20639,G,exact_source_region,639,0,69,0
640,20640,G,exact_source_region,640,0,69,0
641,20641,G,exact_source_region,641,0,69,0
642,20642,G,exact_source_region,642,0,115,0
643,20643,G,exact_source_region,643,0,115,0
644,20644,G,exact_source_region,644,0,345,0
645,20645,G,exact_source_region,645,0,115,0
646,20646,G,exact_source_region,646,0,115,0
647,20647,G,exact_source_region,647,0,115,0
648,20648,G,exact_source_region,648,0,115,0
649,20649,G,exact_source_region,649,0,115,0
650,20650,G,exact_source_region,650,0,69,0
651,20651,G,exact_source_region,651,0,345,1
652,20652,G,exact_source_region,652,0,115,0
653,20653,G,exact_source_region,653,0,69,0
654,20654,G,exact_source_region,654,0,69,0
655,20655,G,exact_source_region,655,0,69,0
656,20656,F,exact_source_region,656,0,115,0
657,20657,F,exact_source_region,657,0,115,0
658,20658,F,exact_source_region,658,0,115,0
659,20659,G,exact_source_region,659,0,115,0
660,20660,G,exact_source_region,660,0,115,0
661,20661,G,exact_source_region,661,0,69,0
662,20662,G,exact_source_region,662,0,69,0
663,20663,G,exact_source_region,663,0,69,0
664,20664,F,exact_source_region,664,0,115,0
665,20665,F,exact_source_region,665,0,115,0
666,20666,G,exact_source_region,666,0,115,0
667,20667,G,exact_source_region,667,0,69,0
668,20668,F,exact_source_region,668,0,115,0
669,20669,F,exact_source_region,669,0,115,0
670,20670,G,exact_source_region,670,0,69,0
671,20671,G,exact_source_region,671,0,115,0
672,20672,F,exact_source_region,672,0,115,0
673,20673,F,exact_source_region,673,0,115,0
674,20674,F,exact_source_region,674,0,115,0
675,20675,F,exact_source_region,675,0,115,0
676,20676,F,exact_source_region,676,0,115,0
677,20677,F,exact_source_region,677,0,115,0
678,20678,F,exact_source_region,678,0,115,0
679,20679,F,exact_source_region,679,0,115,0
680,20680,F,exact_source_region,680,0,115,0
681,20681,F,exact_source_region,681,0,115,0
682,20682,F,exact_source_region,682,0,115,0
683,20683,F,exact_source_region,683,0,115,0
684,20684,F,exact_source_region,684,0,115,0
685,20685,F,exact_source_region,685,0,115,0
686,20686,F,exact_source_region,686,0,115,0
687,20687,F,exact_source_region,687,0,115,0
688,20688,F,exact_source_region,688,0,115,0
689,20689,F,exact_source_region,689,0,115,0
690,20690,F,exact_source_region,690,0,115,0
691,20691,F,exact_source_region,691,0,115,0
692,20692,F,exact_source_region,692,0,115,0
693,20693,F,exact_source_region,693,0,115,0
694,20694,F,exact_source_region,694,0,115,0
695,20695,F,exact_source_region,695,0,115,0
696,20696,F,exact_source_region,696,0,115,0
697,20697,F,exact_source_region,697,0,115,0
698,20698,F,exact_source_region,698,0,115,0
699,20699,F,exact_source_region,699,0,115,0
700,20700,F,exact_source_region,700,0,115,0
701,20701,F,exact_source_region,701,0,115,0
702,20702,F,exact_source_region,702,0,115,0
703,20703,F,exact_source_region,703,0,115,0
704,20704,F,exact_source_region,704,0,115,0
705,20705,F,exact_source_region,705,0,115,0
706,20706,F,exact_source_region,706,0,115,0
707,20707,F,exact_source_region,707,0,115,0
708,20708,F,exact_source_region,708,0,115,0
709,20709,F,exact_source_region,709,0,115,0
710,20710,F,exact_source_region,710,0,115,0
711,20711,F,exact_source_region,711,0,115,0
712,20712,F,exact_source_region,712,0,115,0
713,20713,F,exact_source_region,713,0,115,0
714,20714,F,exact_source_region,714,0,115,0
715,20715,F,exact_source_region,715,0,115,0
716,20716,F,exact_source_region,716,0,115,0
717,20717,F,exact_source_region,717,0,115,0
718,20718,F,exact_source_region,718,0,115,0
719,20719,F,exact_source_region,719,0,115,0
720,20720,F,exact_source_region,720,0,115,0
721,20721,F,exact_source_region,721,0,115,0
722,20722,F,exact_source_region,722,0,345,0
723,20723,F,exact_source_region,723,0,115,0
724,20724,F,exact_source_region,724,0,115,0
725,20725,F,exact_source_region,725,0,115,0
726,20726,F,exact_source_region,726,0,115,0
727,20727,F,exact_source_region,727,0,115,0
728,20728,F,exact_source_region,728,0,115,0
729,20729,F,exact_source_region,729,0,115,0
730,20730,F,exact_source_region,730,0,115,0
731,20731,K,exact_source_region,731,0,69,0
732,20732,K,exact_source_region,732,0,69,0
733,20733,K,exact_source_region,733,0,69,0
734,20734,K,exact_source_region,734,0,69,0
735,20735,K,exact_source_region,735,0,69,0
736,20736,K,exact_source_region,736,0,69,0
737,20737,K,exact_source_region,737,0,69,0
738,20738,K,exact_source_region,738,0,69,0
739,20739,K,exact_source_region,739,0,69,0
740,20740,K,exact_source_region,740,0,69,0
741,20741,G,exact_source_region,741,0,69,0
742,20742,F,exact_source_region,742,0,115,0
743,20743,F,exact_source_region,743,0,115,0
744,20744,F,exact_source_region,744,0,115,0
745,20745,F,exact_source_region,745,0,115,0
746,20746,F,exact_source_region,746,0,115,0
747,20747,F,exact_source_region,747,0,115,0
748,20748,F,exact_source_region,748,0,115,0
749,20749,F,exact_source_region,749,0,115,0
750,20750,F,exact_source_region,750,0,115,0
751,20751,F,exact_source_region,751,0,115,0
752,20752,G,exact_source_region,752,0,115,0
753,20753,G,exact_source_region,753,0,69,0
754,20754,G,exact_source_region,754,0,115,0
755,20755,G,exact_source_region,755,0,138,0
756,20756,G,exact_source_region,756,0,115,1
757,20757,G,exact_source_region,757,0,138,0
758,20758,G,exact_source_region,758,0,69,0
759,20759,D,exact_source_region,759,0,230,0
760,20760,D,exact_source_region,760,0,230,0
761,20761,D,exact_source_region,761,0,230,0
762,20762,D,exact_source_region,762,0,230,0
763,20763,D,exact_source_region,763,0,230,0
764,20764,D,exact_source_region,764,0,230,0
765,20765,D,exact_source_region,765,0,230,0
766,20766,D,exact_source_region,766,0,230,0
767,20767,G,exact_source_region,767,0,69,0
768,20768,E,exact_source_region,768,0,230,0
769,20769,F,exact_source_region,769,0,69,0
770,20770,G,exact_source_region,770,0,69,0
771,20771,G,exact_source_region,771,0,115,0
772,20772,G,exact_source_region,772,0,345,0
773,20773,G,exact_source_region,773,0,500,1
774,20774,G,exact_source_region,774,0,345,0
775,20775,F,exact_source_region,775,0,115,0
776,20776,F,exact_source_region,776,0,115,0
777,20777,F,exact_source_region,777,0,69,0
778,20778,F,exact_source_region,778,0,115,0
779,20779,E,exact_source_region,779,0,115,0
780,20780,F,exact_source_region,780,0,115,0
781,20781,G,exact_source_region,781,0,115,0
782,20782,G,exact_source_region,782,0,69,0
783,20783,F,exact_source_region,783,0,115,0
784,20784,F,exact_source_region,784,0,115,0
785,20785,F,exact_source_region,785,0,115,0
786,20786,F,exact_source_region,786,0,115,0
787,20787,F,exact_source_region,787,0,115,0
788,20788,F,exact_source_region,788,0,115,0
789,20789,F,exact_source_region,789,0,115,0
790,20790,F,exact_source_region,790,0,115,0
791,20791,F,exact_source_region,791,0,115,0
792,20792,F,exact_source_region,792,0,115,0
793,20793,F,exact_source_region,793,0,115,0
794,20794,F,exact_source_region,794,0,115,0
795,20795,F,exact_source_region,795,0,115,0
796,20796,F,exact_source_region,796,0,115,0
797,20797,F,exact_source_region,797,0,115,0
798,20798,F,exact_source_region,798,0,115,0
799,20799,F,exact_source_region,799,0,345,1
800,20800,F,exact_source_region,800,0,345,0
801,20801,F,exact_source_region,801,0,345,0
802,20802,F,exact_source_region,802,0,345,0
803,20803,F,exact_source_region,803,0,115,0
804,20804,F,exact_source_region,804,0,115,0
805,20805,F,exact_source_region,805,0,115,0
806,20806,F,exact_source_region,806,0,115,0
807,20807,F,exact_source_region,807,0,115,0
808,20808,F,exact_source_region,808,0,115,0
809,20809,F,exact_source_region,809,0,115,0
810,20810,F,exact_source_region,810,0,115,0
811,20811,F,exact_source_region,811,0,115,0
812,20812,F,exact_source_region,812,0,115,0
813,20813,F,exact_source_region,813,0,115,0
814,20814,F,exact_source_region,814,0,115,0
815,20815,F,exact_source_region,815,0,115,0
816,20816,F,exact_source_region,816,0,115,0
817,20817,G,exact_source_region,817,0,345,0
818,20818,G,exact_source_region,818,0,345,0
819,20819,G,exact_source_region,819,0,69,0
820,20820,G,exact_source_region,820,0,69,0
821,20821,G,exact_source_region,821,0,69,0
822,20822,G,exact_source_region,822,0,69,0
823,20823,F,exact_source_region,823,0,115,0
824,20824,F,exact_source_region,824,0,115,0
825,20825,F,exact_source_region,825,0,115,0
826,20826,F,exact_source_region,826,0,115,0
827,20827,F,exact_source_region,827,0,115,0
828,20828,G,exact_source_region,828,0,69,0
829,20829,K,exact_source_region,829,0,69,0
830,20830,K,exact_source_region,830,0,69,0
831,20831,K,exact_source_region,831,0,138,0
832,20832,K,exact_source_region,832,0,138,0
833,20833,K,exact_source_region,833,0,69,0
834,20834,K,exact_source_region,834,0,69,0
835,20835,K,exact_source_region,835,0,69,0
836,20836,K,exact_source_region,836,0,69,0
837,20837,K,exact_source_region,837,0,69,0
838,20838,K,exact_source_region,838,0,69,0
839,20839,K,exact_source_region,839,0,69,0
840,20840,K,exact_source_region,840,0,69,0
841,20841,K,exact_source_region,841,0,69,0
842,20842,K,exact_source_region,842,0,138,0
843,20843,K,exact_source_region,843,0,69,0
844,20844,K,exact_source_region,844,0,138,0
845,20845,K,exact_source_region,845,0,69,0
846,20846,K,exact_source_region,846,0,69,0
847,20847,G,exact_source_region,847,0,345,0
848,20848,G,exact_source_region,848,0,345,0
849,20849,G,exact_source_region,849,0,115,0
850,20850,G,exact_source_region,850,0,115,0
851,20851,G,exact_source_region,851,0,115,0
852,20852,G,exact_source_region,852,0,115,0
853,20853,G,exact_source_region,853,0,115,0
854,20854,G,exact_source_region,854,0,115,0
855,20855,G,exact_source_region,855,0,115,0
856,20856,G,exact_source_region,856,0,115,0
857,20857,G,exact_source_region,857,0,115,0
858,20858,G,exact_source_region,858,0,345,0
859,20859,G,exact_source_region,859,0,115,0
860,20860,G,exact_source_region,860,0,115,0
861,20861,G,exact_source_region,861,0,115,0
862,20862,G,exact_source_region,862,0,115,0
863,20863,F,exact_source_region,863,0,115,0
864,20864,F,exact_source_region,864,0,115,0
865,20865,F,exact_source_region,865,0,115,0
866,20866,F,exact_source_region,866,0,115,0
867,20867,F,exact_source_region,867,0,115,0
868,20868,F,exact_source_region,868,0,115,0
869,20869,F,exact_source_region,869,0,115,0
870,20870,F,exact_source_region,870,0,115,0
871,20871,F,exact_source_region,871,0,115,0
872,20872,F,exact_source_region,872,0,115,0
873,20873,F,exact_source_region,873,0,115,0
874,20874,F,exact_source_region,874,0,115,0
875,20875,F,exact_source_region,875,0,115,0
876,53,B,assumed_same_zone_source_distance_aggregation,128,0.0965344854273541,115,0
877,53,B,assumed_same_zone_source_distance_aggregation,250,0.12927588576449,115,0
878,53,B,assumed_same_zone_source_distance_aggregation,250,0.128996949635077,115,0
879,53,B,assumed_same_zone_source_distance_aggregation,250,0.120129596899601,115,0
880,53,B,assumed_same_zone_source_distance_aggregation,250,0.119809430927613,115,0
881,53,B,assumed_same_zone_source_distance_aggregation,250,0.0829259818458171,115,0
882,53,B,assumed_same_zone_source_distance_aggregation,250,0.0825669484647056,115,0
883,53,B,assumed_same_zone_source_distance_aggregation,250,0.0666804398408805,115,0
884,53,B,assumed_same_zone_source_distance_aggregation,250,0.0667726352854535,115,0
885,53,B,assumed_same_zone_source_distance_aggregation,250,0.048908810296353,115,0
886,53,B,assumed_same_zone_source_distance_aggregation,250,0.0119452166158676,115,0
887,53,B,assumed_same_zone_source_distance_aggregation,128,0.0194858923326595,115,0
888,53,B,assumed_same_zone_source_distance_aggregation,128,0.0180961487615459,115,0
889,56,A,assumed_same_zone_source_distance_aggregation,69,0.0734056232508144,115,0
890,56,A,assumed_same_zone_source_distance_aggregation,69,0.0648777806162438,115,0
891,56,A,assumed_same_zone_source_distance_aggregation,69,0.0647953185037314,115,0
892,56,A,assumed_same_zone_source_distance_aggregation,69,0.0130657921284411,115,0
893,56,A,assumed_same_zone_source_distance_aggregation,1324,0.011685812842725,115,0
894,68,C,assumed_same_zone_source_distance_aggregation,1568,0.066083276048901,115,0
895,68,C,assumed_same_zone_source_distance_aggregation,1568,0.0660516532722993,115,0
896,68,C,assumed_same_zone_source_distance_aggregation,1568,0.107245147747906,115,0
897,20897,H,exact_source_region,897,0,345,0
898,20898,H,exact_source_region,898,0,345,0
899,20899,G,exact_source_region,899,0,345,0
900,20900,H,exact_source_region,900,0,345,0
901,20901,G,exact_source_region,901,0,115,0
902,20902,G,exact_source_region,902,0,345,0
903,20903,H,exact_source_region,903,0,115,0
904,20904,H,exact_source_region,904,0,115,0
905,20905,H,exact_source_region,905,0,115,0
906,20906,G,exact_source_region,906,0,115,0
907,68,C,assumed_same_zone_same_kV_boundary_aggregation,27,0.0912057967021241,115,0
908,68,C,assumed_same_zone_source_distance_aggregation,24,0.00763285660811206,115,0
909,20909,E,exact_source_region,909,0,115,0
910,20910,E,exact_source_region,910,0,115,0
911,20911,E,exact_source_region,911,0,115,0
912,20912,E,exact_source_region,912,0,115,0
913,20913,E,exact_source_region,913,0,115,0
914,20914,E,exact_source_region,914,0,115,0
915,20915,E,exact_source_region,915,0,115,0
916,20916,E,exact_source_region,916,0,115,0
917,20917,E,exact_source_region,917,0,115,0
918,20918,E,exact_source_region,918,0,115,0
919,20919,E,exact_source_region,919,0,115,0
920,20920,E,exact_source_region,920,0,115,0
921,20921,E,exact_source_region,921,0,115,0
922,56,A,assumed_same_zone_source_distance_aggregation,69,0.0926562042394485,115,0
923,54,A,assumed_same_zone_source_distance_aggregation,1428,0.019165795946308,115,0
924,56,A,assumed_same_zone_source_distance_aggregation,284,0.0216687439697822,115,0
925,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0906892780743766,115,0
926,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0906795585786401,115,0
927,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0165827509885438,115,0
928,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0638567884396073,115,0
929,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0638980182943324,115,0
930,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0266749827075381,115,0
931,56,A,assumed_same_zone_source_distance_aggregation,1445,0.0263766470468038,115,0
932,56,A,assumed_same_zone_source_distance_aggregation,41,0.00107935165724615,115,0
933,56,A,assumed_same_zone_source_distance_aggregation,41,0.00126605687076055,115,0
934,56,A,assumed_same_zone_source_distance_aggregation,284,0.0256804348226998,115,0
935,56,A,assumed_same_zone_source_distance_aggregation,284,0.0258235422430235,115,0
936,56,A,assumed_same_zone_source_distance_aggregation,284,0.0252801849007761,115,0
937,56,A,assumed_same_zone_source_distance_aggregation,284,0.0251856551056708,115,0
938,56,A,assumed_same_zone_source_distance_aggregation,41,0.0336333814435454,115,0
939,56,A,assumed_same_zone_source_distance_aggregation,41,0.0330028680675666,115,0
940,56,A,assumed_same_zone_source_distance_aggregation,41,0.0350911688121913,115,0
941,56,A,assumed_same_zone_source_distance_aggregation,41,0.0353895044729255,115,0
942,56,A,assumed_same_zone_source_distance_aggregation,41,0.0397528111055561,115,0
943,56,A,assumed_same_zone_source_distance_aggregation,41,0.0397115800493,115,0
944,56,A,assumed_same_zone_source_distance_aggregation,41,0.0400099103081998,115,0
945,56,A,assumed_same_zone_source_distance_aggregation,41,0.0402063791352437,115,0
946,56,A,assumed_same_zone_source_distance_aggregation,284,0.0339535061227794,115,0
947,56,A,assumed_same_zone_source_distance_aggregation,284,0.0340554048780408,115,0
948,54,A,assumed_same_zone_source_distance_aggregation,1428,0.0347952063463019,115,0
949,54,A,assumed_same_zone_source_distance_aggregation,1428,0.0348243651391518,115,0
950,54,A,assumed_same_zone_source_distance_aggregation,1428,0.016757424004033,115,0
951,54,A,assumed_same_zone_source_distance_aggregation,1428,0.0164808376703142,115,0
952,54,A,assumed_same_zone_source_distance_aggregation,1428,0.00426880262287023,115,0
953,56,A,assumed_same_zone_source_distance_aggregation,1570,0.00190517715711689,230,0
954,54,A,assumed_same_zone_source_distance_aggregation,1428,0.0202960918967273,115,0
955,54,A,assumed_same_zone_source_distance_aggregation,1428,0.0202984420410736,115,0
956,56,A,assumed_same_zone_source_distance_aggregation,284,0.00444577799936334,115,0
957,56,A,assumed_same_zone_source_distance_aggregation,284,0.0047950931135339,115,0
958,56,A,assumed_same_zone_source_distance_aggregation,284,0.00154260349684784,115,0
959,56,A,assumed_same_zone_source_distance_aggregation,284,0.00085375640553966,115,0
960,56,A,assumed_same_zone_source_distance_aggregation,284,0.00331312624352662,115,0
961,56,A,assumed_same_zone_source_distance_aggregation,284,0.00403348687428646,115,0
962,56,A,assumed_same_zone_source_distance_aggregation,284,0.0217002499363397,115,0
963,56,A,assumed_same_zone_source_distance_aggregation,284,0.0201455774233974,115,0
