point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,public_interface_name,actual_import_mw,target_import_mw,actual_q_mvar,target_q_mvar,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,target_use,provenance_class,direction_positive,quantity_scope,coverage_role,default_primary_scope,include_in_unreviewed_total,overlap_resolved,default_channel_include,accounting_policy,accounting_evidence_url,external_region,accounting_scope,complete_external_interchange
23318,152.71,1400,-1800,2834,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,152.71,150.216026066662,NaN,NaN,1377.13598646668,-1770.60341117145,1400,1377.13598646668,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-21.6,2400,-2400,2838,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-21.6,-21.2472409340574,NaN,NaN,2360.8045482286,-2360.8045482286,2400,2360.8045482286,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,1450,1450,-715,3731,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,1450,519.759084611275,NaN,NaN,519.759084611275,-256.294996894525,1450,519.759084611275,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,-347.94,2000,-1600,3737,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,-347.94,-124.720673034239,NaN,NaN,716.909082222448,-573.527265777959,1600,573.527265777959,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,-752.52,1400,-1600,3734,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,-752.52,-269.744211277018,NaN,NaN,501.836357555714,-573.527265777959,1600,573.527265777959,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-482.81,2000,-1050,3738,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-482.81,-173.06543699391,NaN,NaN,716.909082222448,-376.377268166785,1050,376.377268166785,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,1396,1500,-680,3533,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,1396,537.161651627593,NaN,NaN,577.179425101282,-261.654672712581,1500,577.179425101282,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,954.28,2000,-1600,3539,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,954.28,367.193854523768,NaN,NaN,769.57256680171,-615.658053441368,2000,769.57256680171,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,-1397.73,1400,-1600,3536,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,-1397.73,-537.827331897877,NaN,NaN,538.700796761197,-615.658053441368,1600,615.658053441368,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,139.12,2000,-1050,3540,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,139.12,53.5314677467269,NaN,NaN,769.57256680171,-404.025597570898,2000,769.57256680171,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
23324,-891,1200,-980,3695,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ - NY,-891,-407.08380493947,NaN,NaN,548.261016753494,-447.746497015354,980,447.746497015354,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_gross_Chateauguay_interface_with_wheel_throughs,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,HQ,four_primary_interfaces_additional_components_excluded,0
23317,-689.16,2000,-1600,3701,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - OH - NY,-689.16,-314.866301921532,NaN,NaN,913.768361255824,-731.014689004659,1600,731.014689004659,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ONTARIO,four_primary_interfaces_additional_components_excluded,0
23318,876.79,1400,-1600,3698,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - NE - NY,876.79,400.591480732747,NaN,NaN,639.637852879077,-731.014689004659,1400,639.637852879077,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,ISONE,four_primary_interfaces_additional_components_excluded,0
23316,-148.52,2000,-1050,3702,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - PJ - NY,-148.52,-67.8564385068575,NaN,NaN,913.768361255824,-479.728389659308,1050,479.728389659308,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,primary_interregional_interface,1,0,1,1,include_distinct_additional_or_primary_P32_channel,https://www.nyiso.com/documents/20142/2926255/2010Report_NYISO_2011-08-02_NMB.pdf/b532cb34-64b9-86e7-f794-25870de8d717,PJM,four_primary_interfaces_additional_components_excluded,0
